id_jugador;nombre_jugador;id_equipo;estado;score_temporada;score_reciente;evolucion
138776;Largie Ramazani;532;Pocos minutos;4.13;0.0;0.0
608;Lucas Boyé;542;Estable;4.84;4.89;0.05
26315;Nicolás González;530;Estable;4.72;4.49;-0.23
180496;Georges Mikautadze;533;Estable;4.55;4.77;0.22
18906;Ayoze Pérez;533;Rendimiento Alto;4.6;4.9;0.3
697;Manor Solomon;533;Pocos minutos;4.42;0.0;0.0
338958;Roony Bardghji;529;Pocos minutos;4.86;0.0;0.0
433396;Marc Bernal;529;Pocos minutos;4.24;0.0;0.0
1482;Thierry Correia;532;Estable;4.49;4.43;-0.06
6010;Lucas Beltrán;532;Rendimiento Alto;4.4;4.88;0.48
47988;Carl Starfelt;538;Estable;4.77;5.02;0.25
129678;Azzedine Ounahi;547;Estable;5.96;5.75;-0.21
161670;Vladyslav Vanat;547;Estable;4.41;4.5;0.09
2061;Bryan Gil;547;Estable;4.53;4.69;0.16
547;Donny van de Beek;547;Pocos minutos;4.05;0.0;0.0
155;Abel Ruíz;547;Pocos minutos;4.3;0.0;0.0
26302;Pablo Maffeo;798;Rendimiento Bajo;4.9;4.48;-0.42
18794;Kiko Femenía;546;Estable;4.74;4.59;-0.15
46813;Abdelkabir Abqar;546;Estable;4.98;4.72;-0.26
284441;Abu Kamara;546;Pocos minutos;4.02;0.0;0.0
41976;Yvan Neyou;546;Pocos minutos;3.74;0.0;0.0
182636;Javi López;718;Estable;4.49;4.31;-0.18
131548;Lucas Ahijado;718;Estable;5.01;4.85;-0.15
20817;Goduine Koyalipou;539;Pocos minutos;4.22;0.0;0.0
125239;Kervin Arriaga;539;Estable;4.76;4.61;-0.14
9971;Antony;543;Estable;5.56;5.34;-0.22
181421;Abdessamad Ezzalzouli;543;Estable;5.68;5.43;-0.24
74;Sofyan Amrabat;543;Estable;4.88;4.97;0.09
37938;Sheraldo Becker;727;Pocos minutos;4.1;0.0;0.0
91745;Alemão;728;Estable;4.12;4.01;-0.1
930;Carlos Soler;548;Estable;4.84;5.07;0.23
737;Álvaro Odriozola;548;Pocos minutos;4.91;0.0;0.0
2280;César Azpilicueta;536;Estable;4.76;4.6;-0.15
133110;Tanguy Nianzou;536;Estable;4.46;4.46;0.0
21087;Batista Mendy;536;Estable;4.63;4.89;0.26
910;Alexis Sánchez;536;Rendimiento Bajo;4.37;4.05;-0.32
41208;Fábio Cardoso;536;Pocos minutos;4.62;0.0;0.0
386859;Hector Fort;797;Estable;4.41;4.59;0.18
18821;Grady Diangana;797;Estable;4.3;4.4;0.1
439293;Adam Boayar;797;Pocos minutos;4.82;0.0;0.0
46860;Javier Muñoz;546;Estable;4.31;4.6;0.28
546852;Álex Sancris;546;Estable;4.13;4.18;0.05
47407;Allan Nyom;546;Rendimiento Bajo;4.41;4.03;-0.39
358431;Nobel Mendy;728;Estable;4.42;4.22;-0.2
129718;Jude Bellingham;541;Estable;5.9;6.17;0.26
2207;Eduardo Camavinga;541;Estable;5.09;5.32;0.23
622;Aymeric Laporte;531;Estable;4.74;4.67;-0.07
551459;Lancinet Kourouma;547;Pocos minutos;3.8;0.0;0.0
316517;Alan Matturro;539;Estable;4.75;4.94;0.19
31406;Umar Sadiq;532;Estable;4.09;4.2;0.11
197196;Ramón Martínez;536;Pocos minutos;3.48;0.0;0.0
284415;Yago Santiago;797;Estable;3.97;4.01;0.04
47320;Juanmi;546;Estable;4.13;4.2;0.07
31;José María Giménez;530;Estable;4.9;4.75;-0.15
1926;Joseph Aidoo;538;Pocos minutos;4.29;0.0;0.0
568156;Selton Sanchez;531;Pocos minutos;4.42;0.0;0.0
600938;Pablo Agudín;718;Pocos minutos;3.7;0.0;0.0
421044;Iñigo Arguibide;727;Rendimiento Alto;4.05;4.42;0.37
560954;Asier Hierro;531;Pocos minutos;3.98;0.0;0.0
745;Isco;543;Pocos minutos;5.34;0.0;0.0
625636;Jorge Montes;546;Pocos minutos;4.66;0.0;0.0
548734;Carlos Maciá;533;Pocos minutos;4.05;0.0;0.0
490779;Víctor Valdepeñas;541;Pocos minutos;4.92;0.0;0.0
127;Marc-André Ter Stegen;547;Pocos minutos;4.06;0.0;0.0
579287;Kareem Tunde;539;Estable;4.32;4.28;-0.04
30690;Nicolas Fonseca;718;Pocos minutos;4.08;0.0;0.0
579838;Alejandro Mestanza;546;Pocos minutos;4.47;0.0;0.0
195512;Martín Satriano;546;Pocos minutos;4.86;0.0;0.0
334878;Ugo Raghouber;539;Pocos minutos;4.58;0.0;0.0
855;João Cancelo;529;Pocos minutos;4.4;0.0;0.0
180927;Zaid Romero;546;Pocos minutos;4.98;0.0;0.0
6490;Luis Vázquez;546;Pocos minutos;5.36;0.0;0.0
414385;Claudio Echeverri;547;Pocos minutos;4.27;0.0;0.0
