id_tiempo;anio;mes;nombre_mes;dia;nombre_dia;jornada
20160124;2016;1;Enero;24;Domingo;21
20160125;2016;1;Enero;25;Lunes;21
20160130;2016;1;Enero;30;Sábado;22
20160131;2016;1;Enero;31;Domingo;22
20160201;2016;2;Febrero;1;Lunes;22
20160205;2016;2;Febrero;5;Viernes;23
20160206;2016;2;Febrero;6;Sábado;23
20160207;2016;2;Febrero;7;Domingo;23
20160208;2016;2;Febrero;8;Lunes;23
20160212;2016;2;Febrero;12;Viernes;24
20160213;2016;2;Febrero;13;Sábado;24
20160214;2016;2;Febrero;14;Domingo;24
20160217;2016;2;Febrero;17;Miércoles;16
20160219;2016;2;Febrero;19;Viernes;25
20160220;2016;2;Febrero;20;Sábado;25
20160221;2016;2;Febrero;21;Domingo;25
20160226;2016;2;Febrero;26;Viernes;26
20160227;2016;2;Febrero;27;Sábado;26
20160228;2016;2;Febrero;28;Domingo;26
20160301;2016;3;Marzo;1;Martes;27
20160302;2016;3;Marzo;2;Miércoles;27
20160303;2016;3;Marzo;3;Jueves;27
20160305;2016;3;Marzo;5;Sábado;28
20160306;2016;3;Marzo;6;Domingo;28
20160307;2016;3;Marzo;7;Lunes;28
20160311;2016;3;Marzo;11;Viernes;29
20160312;2016;3;Marzo;12;Sábado;29
20160313;2016;3;Marzo;13;Domingo;29
20160314;2016;3;Marzo;14;Lunes;29
20160318;2016;3;Marzo;18;Viernes;30
20160319;2016;3;Marzo;19;Sábado;30
20160320;2016;3;Marzo;20;Domingo;30
20160401;2016;4;Abril;1;Viernes;31
20160402;2016;4;Abril;2;Sábado;31
20160403;2016;4;Abril;3;Domingo;31
20160404;2016;4;Abril;4;Lunes;31
20160408;2016;4;Abril;8;Viernes;32
20160409;2016;4;Abril;9;Sábado;32
20160410;2016;4;Abril;10;Domingo;32
20160411;2016;4;Abril;11;Lunes;32
20160415;2016;4;Abril;15;Viernes;33
20160416;2016;4;Abril;16;Sábado;33
20160417;2016;4;Abril;17;Domingo;33
20160419;2016;4;Abril;19;Martes;34
20160420;2016;4;Abril;20;Miércoles;34
20160421;2016;4;Abril;21;Jueves;34
20160422;2016;4;Abril;22;Viernes;35
20160423;2016;4;Abril;23;Sábado;35
20160424;2016;4;Abril;24;Domingo;35
20160425;2016;4;Abril;25;Lunes;35
20160429;2016;4;Abril;29;Viernes;36
20160430;2016;4;Abril;30;Sábado;36
20160501;2016;5;Mayo;1;Domingo;36
20160502;2016;5;Mayo;2;Lunes;36
20160508;2016;5;Mayo;8;Domingo;37
20160513;2016;5;Mayo;13;Viernes;38
20160514;2016;5;Mayo;14;Sábado;38
20160515;2016;5;Mayo;15;Domingo;38
20160819;2016;8;Agosto;19;Viernes;1
20160820;2016;8;Agosto;20;Sábado;1
20160821;2016;8;Agosto;21;Domingo;1
20160822;2016;8;Agosto;22;Lunes;1
20160826;2016;8;Agosto;26;Viernes;2
20160827;2016;8;Agosto;27;Sábado;2
20160828;2016;8;Agosto;28;Domingo;2
20160909;2016;9;Septiembre;9;Viernes;3
20160910;2016;9;Septiembre;10;Sábado;3
20160911;2016;9;Septiembre;11;Domingo;3
20160916;2016;9;Septiembre;16;Viernes;4
20160917;2016;9;Septiembre;17;Sábado;4
20160918;2016;9;Septiembre;18;Domingo;4
20160919;2016;9;Septiembre;19;Lunes;4
20160920;2016;9;Septiembre;20;Martes;5
20160921;2016;9;Septiembre;21;Miércoles;5
20160922;2016;9;Septiembre;22;Jueves;5
20160923;2016;9;Septiembre;23;Viernes;6
20160924;2016;9;Septiembre;24;Sábado;6
20160925;2016;9;Septiembre;25;Domingo;6
20160926;2016;9;Septiembre;26;Lunes;6
20160930;2016;9;Septiembre;30;Viernes;7
20161001;2016;10;Octubre;1;Sábado;7
20161002;2016;10;Octubre;2;Domingo;7
20161014;2016;10;Octubre;14;Viernes;8
20161015;2016;10;Octubre;15;Sábado;8
20161016;2016;10;Octubre;16;Domingo;8
20161017;2016;10;Octubre;17;Lunes;8
20161021;2016;10;Octubre;21;Viernes;9
20161022;2016;10;Octubre;22;Sábado;9
20161023;2016;10;Octubre;23;Domingo;9
20161028;2016;10;Octubre;28;Viernes;10
20161029;2016;10;Octubre;29;Sábado;10
20161030;2016;10;Octubre;30;Domingo;10
20161031;2016;10;Octubre;31;Lunes;10
20161104;2016;11;Noviembre;4;Viernes;11
20161105;2016;11;Noviembre;5;Sábado;11
20161106;2016;11;Noviembre;6;Domingo;11
20161118;2016;11;Noviembre;18;Viernes;12
20161119;2016;11;Noviembre;19;Sábado;12
20161120;2016;11;Noviembre;20;Domingo;12
20161121;2016;11;Noviembre;21;Lunes;12
20161125;2016;11;Noviembre;25;Viernes;13
20161126;2016;11;Noviembre;26;Sábado;13
20161127;2016;11;Noviembre;27;Domingo;13
20161128;2016;11;Noviembre;28;Lunes;13
20161203;2016;12;Diciembre;3;Sábado;14
20161204;2016;12;Diciembre;4;Domingo;14
20161205;2016;12;Diciembre;5;Lunes;14
20161209;2016;12;Diciembre;9;Viernes;15
20161210;2016;12;Diciembre;10;Sábado;15
20161211;2016;12;Diciembre;11;Domingo;15
20161212;2016;12;Diciembre;12;Lunes;15
20161216;2016;12;Diciembre;16;Viernes;16
20161217;2016;12;Diciembre;17;Sábado;16
20161218;2016;12;Diciembre;18;Domingo;16
20161219;2016;12;Diciembre;19;Lunes;16
20170106;2017;1;Enero;6;Viernes;17
20170107;2017;1;Enero;7;Sábado;17
20170108;2017;1;Enero;8;Domingo;17
20170109;2017;1;Enero;9;Lunes;17
20170114;2017;1;Enero;14;Sábado;18
20170115;2017;1;Enero;15;Domingo;18
20170116;2017;1;Enero;16;Lunes;18
20170120;2017;1;Enero;20;Viernes;19
20170121;2017;1;Enero;21;Sábado;19
20170122;2017;1;Enero;22;Domingo;19
20170127;2017;1;Enero;27;Viernes;20
20170128;2017;1;Enero;28;Sábado;20
20170129;2017;1;Enero;29;Domingo;20
20170130;2017;1;Enero;30;Lunes;20
20170204;2017;2;Febrero;4;Sábado;21
20170205;2017;2;Febrero;5;Domingo;21
20170206;2017;2;Febrero;6;Lunes;21
20170210;2017;2;Febrero;10;Viernes;22
20170211;2017;2;Febrero;11;Sábado;22
20170212;2017;2;Febrero;12;Domingo;22
20170213;2017;2;Febrero;13;Lunes;22
20170217;2017;2;Febrero;17;Viernes;23
20170218;2017;2;Febrero;18;Sábado;23
20170219;2017;2;Febrero;19;Domingo;23
20170220;2017;2;Febrero;20;Lunes;23
20170222;2017;2;Febrero;22;Miércoles;16
20170224;2017;2;Febrero;24;Viernes;24
20170225;2017;2;Febrero;25;Sábado;24
20170226;2017;2;Febrero;26;Domingo;24
20170228;2017;2;Febrero;28;Martes;25
20170301;2017;3;Marzo;1;Miércoles;25
20170302;2017;3;Marzo;2;Jueves;25
20170303;2017;3;Marzo;3;Viernes;26
20170304;2017;3;Marzo;4;Sábado;26
20170305;2017;3;Marzo;5;Domingo;26
20170306;2017;3;Marzo;6;Lunes;26
20170308;2017;3;Marzo;8;Miércoles;21
20170310;2017;3;Marzo;10;Viernes;27
20170311;2017;3;Marzo;11;Sábado;27
20170312;2017;3;Marzo;12;Domingo;27
20170313;2017;3;Marzo;13;Lunes;27
20170317;2017;3;Marzo;17;Viernes;28
20170318;2017;3;Marzo;18;Sábado;28
20170319;2017;3;Marzo;19;Domingo;28
20170331;2017;3;Marzo;31;Viernes;29
20170401;2017;4;Abril;1;Sábado;29
20170402;2017;4;Abril;2;Domingo;29
20170403;2017;4;Abril;3;Lunes;29
20170404;2017;4;Abril;4;Martes;30
20170405;2017;4;Abril;5;Miércoles;30
20170406;2017;4;Abril;6;Jueves;30
20170407;2017;4;Abril;7;Viernes;31
20170408;2017;4;Abril;8;Sábado;31
20170409;2017;4;Abril;9;Domingo;31
20170410;2017;4;Abril;10;Lunes;31
20170414;2017;4;Abril;14;Viernes;32
20170415;2017;4;Abril;15;Sábado;32
20170416;2017;4;Abril;16;Domingo;32
20170417;2017;4;Abril;17;Lunes;32
20170421;2017;4;Abril;21;Viernes;33
20170422;2017;4;Abril;22;Sábado;33
20170423;2017;4;Abril;23;Domingo;33
20170424;2017;4;Abril;24;Lunes;33
20170425;2017;4;Abril;25;Martes;34
20170426;2017;4;Abril;26;Miércoles;34
20170427;2017;4;Abril;27;Jueves;34
20170428;2017;4;Abril;28;Viernes;35
20170429;2017;4;Abril;29;Sábado;35
20170430;2017;4;Abril;30;Domingo;35
20170501;2017;5;Mayo;1;Lunes;35
20170505;2017;5;Mayo;5;Viernes;36
20170506;2017;5;Mayo;6;Sábado;36
20170507;2017;5;Mayo;7;Domingo;36
20170508;2017;5;Mayo;8;Lunes;36
20170513;2017;5;Mayo;13;Sábado;37
20170514;2017;5;Mayo;14;Domingo;37
20170517;2017;5;Mayo;17;Miércoles;21
20170519;2017;5;Mayo;19;Viernes;38
20170520;2017;5;Mayo;20;Sábado;38
20170521;2017;5;Mayo;21;Domingo;38
20170818;2017;8;Agosto;18;Viernes;1
20170819;2017;8;Agosto;19;Sábado;1
20170820;2017;8;Agosto;20;Domingo;1
20170821;2017;8;Agosto;21;Lunes;1
20170825;2017;8;Agosto;25;Viernes;2
20170826;2017;8;Agosto;26;Sábado;2
20170827;2017;8;Agosto;27;Domingo;2
20170908;2017;9;Septiembre;8;Viernes;3
20170909;2017;9;Septiembre;9;Sábado;3
20170910;2017;9;Septiembre;10;Domingo;3
20170911;2017;9;Septiembre;11;Lunes;3
20170915;2017;9;Septiembre;15;Viernes;4
20170916;2017;9;Septiembre;16;Sábado;4
20170917;2017;9;Septiembre;17;Domingo;4
20170918;2017;9;Septiembre;18;Lunes;4
20170919;2017;9;Septiembre;19;Martes;5
20170920;2017;9;Septiembre;20;Miércoles;5
20170921;2017;9;Septiembre;21;Jueves;5
20170923;2017;9;Septiembre;23;Sábado;6
20170924;2017;9;Septiembre;24;Domingo;6
20170925;2017;9;Septiembre;25;Lunes;6
20170929;2017;9;Septiembre;29;Viernes;7
20170930;2017;9;Septiembre;30;Sábado;7
20171001;2017;10;Octubre;1;Domingo;7
20171013;2017;10;Octubre;13;Viernes;8
20171014;2017;10;Octubre;14;Sábado;8
20171015;2017;10;Octubre;15;Domingo;8
20171016;2017;10;Octubre;16;Lunes;8
20171021;2017;10;Octubre;21;Sábado;9
20171022;2017;10;Octubre;22;Domingo;9
20171023;2017;10;Octubre;23;Lunes;9
20171028;2017;10;Octubre;28;Sábado;10
20171029;2017;10;Octubre;29;Domingo;10
20171030;2017;10;Octubre;30;Lunes;10
20171103;2017;11;Noviembre;3;Viernes;11
20171104;2017;11;Noviembre;4;Sábado;11
20171105;2017;11;Noviembre;5;Domingo;11
20171117;2017;11;Noviembre;17;Viernes;12
20171118;2017;11;Noviembre;18;Sábado;12
20171119;2017;11;Noviembre;19;Domingo;12
20171120;2017;11;Noviembre;20;Lunes;12
20171124;2017;11;Noviembre;24;Viernes;13
20171125;2017;11;Noviembre;25;Sábado;13
20171126;2017;11;Noviembre;26;Domingo;13
20171127;2017;11;Noviembre;27;Lunes;13
20171201;2017;12;Diciembre;1;Viernes;14
20171202;2017;12;Diciembre;2;Sábado;14
20171203;2017;12;Diciembre;3;Domingo;14
20171204;2017;12;Diciembre;4;Lunes;14
20171208;2017;12;Diciembre;8;Viernes;15
20171209;2017;12;Diciembre;9;Sábado;15
20171210;2017;12;Diciembre;10;Domingo;15
20171211;2017;12;Diciembre;11;Lunes;15
20171215;2017;12;Diciembre;15;Viernes;16
20171216;2017;12;Diciembre;16;Sábado;16
20171217;2017;12;Diciembre;17;Domingo;16
20171218;2017;12;Diciembre;18;Lunes;16
20171219;2017;12;Diciembre;19;Martes;17
20171220;2017;12;Diciembre;20;Miércoles;17
20171221;2017;12;Diciembre;21;Jueves;17
20171222;2017;12;Diciembre;22;Viernes;17
20171223;2017;12;Diciembre;23;Sábado;17
20180106;2018;1;Enero;6;Sábado;18
20180107;2018;1;Enero;7;Domingo;18
20180108;2018;1;Enero;8;Lunes;18
20180112;2018;1;Enero;12;Viernes;19
20180113;2018;1;Enero;13;Sábado;19
20180114;2018;1;Enero;14;Domingo;19
20180115;2018;1;Enero;15;Lunes;19
20180119;2018;1;Enero;19;Viernes;20
20180120;2018;1;Enero;20;Sábado;20
20180121;2018;1;Enero;21;Domingo;20
20180122;2018;1;Enero;22;Lunes;20
20180126;2018;1;Enero;26;Viernes;21
20180127;2018;1;Enero;27;Sábado;21
20180128;2018;1;Enero;28;Domingo;21
20180129;2018;1;Enero;29;Lunes;21
20180202;2018;2;Febrero;2;Viernes;22
20180203;2018;2;Febrero;3;Sábado;22
20180204;2018;2;Febrero;4;Domingo;22
20180205;2018;2;Febrero;5;Lunes;22
20180209;2018;2;Febrero;9;Viernes;23
20180210;2018;2;Febrero;10;Sábado;23
20180211;2018;2;Febrero;11;Domingo;23
20180212;2018;2;Febrero;12;Lunes;23
20180216;2018;2;Febrero;16;Viernes;24
20180217;2018;2;Febrero;17;Sábado;24
20180218;2018;2;Febrero;18;Domingo;24
20180219;2018;2;Febrero;19;Lunes;24
20180221;2018;2;Febrero;21;Miércoles;16
20180223;2018;2;Febrero;23;Viernes;25
20180224;2018;2;Febrero;24;Sábado;25
20180225;2018;2;Febrero;25;Domingo;25
20180226;2018;2;Febrero;26;Lunes;25
20180227;2018;2;Febrero;27;Martes;26
20180228;2018;2;Febrero;28;Miércoles;26
20180301;2018;3;Marzo;1;Jueves;26
20180303;2018;3;Marzo;3;Sábado;27
20180304;2018;3;Marzo;4;Domingo;27
20180305;2018;3;Marzo;5;Lunes;27
20180309;2018;3;Marzo;9;Viernes;28
20180310;2018;3;Marzo;10;Sábado;28
20180311;2018;3;Marzo;11;Domingo;28
20180312;2018;3;Marzo;12;Lunes;28
20180316;2018;3;Marzo;16;Viernes;29
20180317;2018;3;Marzo;17;Sábado;29
20180318;2018;3;Marzo;18;Domingo;29
20180331;2018;3;Marzo;31;Sábado;30
20180401;2018;4;Abril;1;Domingo;30
20180402;2018;4;Abril;2;Lunes;30
20180406;2018;4;Abril;6;Viernes;31
20180407;2018;4;Abril;7;Sábado;31
20180408;2018;4;Abril;8;Domingo;31
20180409;2018;4;Abril;9;Lunes;31
20180413;2018;4;Abril;13;Viernes;32
20180414;2018;4;Abril;14;Sábado;32
20180415;2018;4;Abril;15;Domingo;32
20180417;2018;4;Abril;17;Martes;33
20180418;2018;4;Abril;18;Miércoles;33
20180419;2018;4;Abril;19;Jueves;33
20180420;2018;4;Abril;20;Viernes;34
20180421;2018;4;Abril;21;Sábado;34
20180422;2018;4;Abril;22;Domingo;34
20180423;2018;4;Abril;23;Lunes;34
20180427;2018;4;Abril;27;Viernes;35
20180428;2018;4;Abril;28;Sábado;35
20180429;2018;4;Abril;29;Domingo;35
20180430;2018;4;Abril;30;Lunes;35
20180504;2018;5;Mayo;4;Viernes;36
20180505;2018;5;Mayo;5;Sábado;36
20180506;2018;5;Mayo;6;Domingo;36
20180507;2018;5;Mayo;7;Lunes;36
20180509;2018;5;Mayo;9;Miércoles;34
20180512;2018;5;Mayo;12;Sábado;37
20180513;2018;5;Mayo;13;Domingo;37
20180519;2018;5;Mayo;19;Sábado;38
20180520;2018;5;Mayo;20;Domingo;38
20180817;2018;8;Agosto;17;Viernes;1
20180818;2018;8;Agosto;18;Sábado;1
20180819;2018;8;Agosto;19;Domingo;1
20180820;2018;8;Agosto;20;Lunes;1
20180824;2018;8;Agosto;24;Viernes;2
20180825;2018;8;Agosto;25;Sábado;2
20180826;2018;8;Agosto;26;Domingo;2
20180827;2018;8;Agosto;27;Lunes;2
20180831;2018;8;Agosto;31;Viernes;3
20180901;2018;9;Septiembre;1;Sábado;3
20180902;2018;9;Septiembre;2;Domingo;3
20180914;2018;9;Septiembre;14;Viernes;4
20180915;2018;9;Septiembre;15;Sábado;4
20180916;2018;9;Septiembre;16;Domingo;4
20180917;2018;9;Septiembre;17;Lunes;4
20180921;2018;9;Septiembre;21;Viernes;5
20180922;2018;9;Septiembre;22;Sábado;5
20180923;2018;9;Septiembre;23;Domingo;5
20180925;2018;9;Septiembre;25;Martes;6
20180926;2018;9;Septiembre;26;Miércoles;6
20180927;2018;9;Septiembre;27;Jueves;6
20180928;2018;9;Septiembre;28;Viernes;7
20180929;2018;9;Septiembre;29;Sábado;7
20180930;2018;9;Septiembre;30;Domingo;7
20181001;2018;10;Octubre;1;Lunes;7
20181005;2018;10;Octubre;5;Viernes;8
20181006;2018;10;Octubre;6;Sábado;8
20181007;2018;10;Octubre;7;Domingo;8
20181019;2018;10;Octubre;19;Viernes;9
20181020;2018;10;Octubre;20;Sábado;9
20181021;2018;10;Octubre;21;Domingo;9
20181022;2018;10;Octubre;22;Lunes;9
20181024;2018;10;Octubre;24;Miércoles;3
20181026;2018;10;Octubre;26;Viernes;10
20181027;2018;10;Octubre;27;Sábado;10
20181028;2018;10;Octubre;28;Domingo;10
20181103;2018;11;Noviembre;3;Sábado;11
20181104;2018;11;Noviembre;4;Domingo;11
20181105;2018;11;Noviembre;5;Lunes;11
20181109;2018;11;Noviembre;9;Viernes;12
20181110;2018;11;Noviembre;10;Sábado;12
20181111;2018;11;Noviembre;11;Domingo;12
20181123;2018;11;Noviembre;23;Viernes;13
20181124;2018;11;Noviembre;24;Sábado;13
20181125;2018;11;Noviembre;25;Domingo;13
20181126;2018;11;Noviembre;26;Lunes;13
20181130;2018;11;Noviembre;30;Viernes;14
20181201;2018;12;Diciembre;1;Sábado;14
20181202;2018;12;Diciembre;2;Domingo;14
20181203;2018;12;Diciembre;3;Lunes;14
20181207;2018;12;Diciembre;7;Viernes;15
20181208;2018;12;Diciembre;8;Sábado;15
20181209;2018;12;Diciembre;9;Domingo;15
20181210;2018;12;Diciembre;10;Lunes;15
20181214;2018;12;Diciembre;14;Viernes;16
20181215;2018;12;Diciembre;15;Sábado;16
20181216;2018;12;Diciembre;16;Domingo;16
20181217;2018;12;Diciembre;17;Lunes;16
20181221;2018;12;Diciembre;21;Viernes;17
20181222;2018;12;Diciembre;22;Sábado;17
20181223;2018;12;Diciembre;23;Domingo;17
20190103;2019;1;Enero;3;Jueves;17
20190104;2019;1;Enero;4;Viernes;18
20190105;2019;1;Enero;5;Sábado;18
20190106;2019;1;Enero;6;Domingo;18
20190107;2019;1;Enero;7;Lunes;18
20190111;2019;1;Enero;11;Viernes;19
20190112;2019;1;Enero;12;Sábado;19
20190113;2019;1;Enero;13;Domingo;19
20190114;2019;1;Enero;14;Lunes;19
20190118;2019;1;Enero;18;Viernes;20
