id_jugador;nombre_jugador;id_equipo;posicion;estado;score_temporada;score_reciente;evolucion
47541;Santi Comesaña;533;Mediocentro;Rendimiento Alto;1.22;33.36;32.13
311773;S. Mouriño;533;Defensa;Rendimiento Bajo;11.98;7.41;-4.58
18906;Ayoze Pérez;533;Delantero;Rendimiento Alto;2.08;5.98;3.9
162473;Arnau Tenas;533;Portero;Pocos minutos;-0.4;0.0;0.0
697;M. Solomon;533;Delantero;Pocos minutos;1.83;0.0;0.0
330443;Isma Sierra;533;Defensa;Pocos minutos;0.0;0.0;0.0
336671;Renato Veiga;533;Mediocentro;Rendimiento Alto;2.41;45.79;43.38
514913;Hugo López;533;Delantero;Pocos minutos;0.0;0.0;0.0
70500;Sergi Cardona;533;Defensa;Estable;5.04;5.71;0.68
928;Dani Parejo;533;Mediocentro;Rendimiento Alto;1.12;30.79;29.67
484474;J. Valou;533;Defensa;Pocos minutos;0.0;0.0;0.0
3246;N. Pépé;533;Mediocentro;Rendimiento Alto;3.32;15.32;12.0
302277;Rubén Gómez;533;Portero;Pocos minutos;0.0;0.0;0.0
435552;Pau Navarro;533;Defensa;Rendimiento Bajo;11.16;8.58;-2.58
351587;T. Oluwaseyi;533;Delantero;Pocos minutos;1.38;0.0;0.0
378284;Etta Eyong;533;Delantero;Estable;2.67;5.36;2.69
1461;Denis Suárez;533;Mediocentro;Rendimiento Alto;0.0;39.27;39.27
237066;Rafa Marín;533;Defensa;Estable;7.34;7.68;0.33
187987;Ramón Terrats;533;Mediocentro;Rendimiento Alto;0.8;12.38;11.58
1702;Pedraza;533;Defensa;Estable;5.75;6.38;0.63
1707;Gerard Moreno;533;Delantero;Estable;3.91;6.32;2.41
51016;T. Buchanan;533;Delantero;Rendimiento Alto;2.58;5.88;3.3
548734;C. Macia;533;Mediocentro;Pocos minutos;0.25;0.0;0.0
184194;Álex Forés;533;Delantero;Pocos minutos;1.0;0.0;0.0
184226;Yeremy Pino;533;Mediocentro;Pocos minutos;4.5;0.0;0.0
290740;Ilias Akhomach;533;Delantero;Pocos minutos;0.78;0.0;0.0
548807;J. A. Gaitan Diaz;533;Delantero;Pocos minutos;0.0;0.0;0.0
546857;I. Munoz;536;Defensa;Pocos minutos;0.0;0.0;0.0
546872;A. Costa;536;Delantero;Pocos minutos;0.0;0.0;0.0
546881;E. Altozano;536;Mediocentro;Pocos minutos;0.0;0.0;0.0
57446;A. Adams;536;Delantero;Rendimiento Alto;2.75;7.56;4.81
340152;S. Idumbo-Muzambo;536;Mediocentro;Pocos minutos;1.0;0.0;0.0
39121;C. Ejuke;536;Delantero;Rendimiento Alto;2.57;7.13;4.56
47329;Adrià Pedrosa;536;Defensa;Pocos minutos;3.0;0.0;0.0
2280;César Azpilicueta;536;Defensa;Estable;7.71;7.89;0.18
41208;Fábio Cardoso;536;Defensa;Pocos minutos;6.33;0.0;0.0
47389;Joan Jordán;536;Mediocentro;Pocos minutos;0.0;0.0;0.0
162126;Peque Fernández;536;Delantero;Rendimiento Alto;2.18;6.36;4.18
297311;Kike Salas;536;Defensa;Rendimiento Bajo;11.2;8.99;-2.21
125331;F. Gattoni;536;Defensa;Pocos minutos;0.0;0.0;0.0
119213;Alfon González;536;Mediocentro;Pocos minutos;1.0;0.0;0.0
433;Marcão;536;Defensa;Rendimiento Bajo;6.26;5.06;-1.2
182772;Juanlu Sánchez;536;Defensa;Rendimiento Bajo;7.81;6.02;-1.8
21004;L. Agoumé;536;Mediocentro;Rendimiento Alto;1.56;39.16;37.61
557;O. Vlachodimos;536;Portero;Rendimiento Alto;1.52;5.06;3.54
197196;Ramón Martínez;536;Defensa;Pocos minutos;1.5;0.0;0.0
21087;B. Mendy;536;Mediocentro;Rendimiento Alto;0.88;39.05;38.17
19172;Ø. Nyland;536;Portero;Pocos minutos;0.15;0.0;0.0
2924;A. Januzaj;536;Mediocentro;Rendimiento Alto;1.7;20.65;18.95
25458;D. Lukebakio;536;Mediocentro;Pocos minutos;5.0;0.0;0.0
910;A. Sánchez;536;Delantero;Rendimiento Alto;1.86;5.02;3.16
957;D. Sow;536;Mediocentro;Rendimiento Alto;0.94;29.23;28.29
338902;Andrés Castrín;536;Defensa;Rendimiento Bajo;7.71;6.83;-0.88
185398;Isaac;536;Delantero;Rendimiento Alto;1.94;4.94;3.01
308346;Alberto Flores;536;Portero;Pocos minutos;0.0;0.0;0.0
11421;G. Suazo;536;Defensa;Rendimiento Bajo;8.74;7.18;-1.56
443593;Eduardo Altozano Agudo;536;Mediocentro;Pocos minutos;0.0;0.0;0.0
195923;José Ángel Carmona;536;Defensa;Rendimiento Bajo;9.86;7.54;-2.32
48471;R. Vargas;536;Mediocentro;Rendimiento Alto;2.15;27.62;25.47
437594;Alex Costa;536;Delantero;Pocos minutos;0.0;0.0;0.0
341453;Oso;536;Defensa;Estable;4.26;4.77;0.51
1489;N. Gudelj;536;Mediocentro;Rendimiento Alto;0.33;42.01;41.67
331607;Manu Bueno;536;Mediocentro;Pocos minutos;0.5;0.0;0.0
290686;Rafael Romero;536;Portero;Pocos minutos;0.0;0.0;0.0
47013;Rafa Mir;536;Delantero;Rendimiento Alto;2.4;6.64;4.24
548843;L. Luchino;536;Portero;Pocos minutos;0.0;0.0;0.0
546798;M. Sierra;536;Delantero;Pocos minutos;0.75;0.0;0.0
133110;T. Nianzou;536;Defensa;Estable;4.46;4.33;-0.12
438263;Miguel Ángel;536;Delantero;Pocos minutos;0.0;0.0;0.0
30765;I. Radu;538;Portero;Rendimiento Alto;1.97;6.37;4.4
286796;Damián Rodríguez;538;Mediocentro;Pocos minutos;27.5;0.0;0.0
161875;Hugo González;538;Delantero;Pocos minutos;0.0;0.0;0.0
2278;Marcos Alonso;538;Defensa;Rendimiento Bajo;6.76;6.01;-0.74
47348;Borja Iglesias;538;Delantero;Rendimiento Alto;2.79;6.63;3.84
157988;Sergio Carreira;538;Defensa;Estable;5.77;5.11;-0.66
313651;Hugo Sotelo;538;Mediocentro;Rendimiento Alto;4.71;54.5;49.79
47427;Iván Villar;538;Portero;Pocos minutos;0.0;0.0;0.0
162123;I. Moriba;538;Mediocentro;Rendimiento Alto;0.95;22.86;21.91
47435;Fran Beltrán;538;Mediocentro;Rendimiento Alto;0.3;52.6;52.3
47445;Iago Aspas;538;Delantero;Estable;2.28;5.05;2.77
182638;Manu Fernández;538;Defensa;Estable;3.97;5.77;1.8
570;F. Cervi;538;Mediocentro;Pocos minutos;0.0;0.0;0.0
269163;W. Swedberg;538;Delantero;Rendimiento Alto;1.36;6.05;4.69
47988;C. Starfelt;538;Defensa;Estable;5.97;6.74;0.76
162712;Óscar Mingueza;538;Mediocentro;Rendimiento Alto;1.83;45.68;43.85
320517;Pablo Durán;538;Delantero;Rendimiento Alto;1.29;4.58;3.28
21584;M. Ristić;538;Mediocentro;Pocos minutos;2.0;0.0;0.0
384135;Javi Rodríguez;538;Defensa;Estable;5.38;5.41;0.04
554287;A. Arcos;538;Delantero;Pocos minutos;0.0;0.0;0.0
351913;J. El Abdellaoui;538;Delantero;Rendimiento Alto;1.83;7.32;5.49
333502;Miguel Román;538;Mediocentro;Rendimiento Alto;0.92;38.43;37.5
179955;Javi Rueda;538;Defensa;Estable;3.74;4.73;0.99
560930;H. Burcio;538;Mediocentro;Pocos minutos;0.0;0.0;0.0
286559;Carlos Domínguez;538;Defensa;Pocos minutos;6.63;0.0;0.0
122734;Ferran Jutglà;538;Delantero;Estable;2.07;3.92;1.85
1926;J. Aidoo;538;Defensa;Pocos minutos;5.0;0.0;0.0
286639;Bryan Zaragoza;538;Delantero;Rendimiento Alto;3.11;8.77;5.66
329720;Hugo Álvarez;538;Mediocentro;Rendimiento Alto;1.0;24.94;23.94
329722;Yoel Lago;538;Defensa;Pocos minutos;6.4;0.0;0.0
450562;Cayetano;539;Portero;Pocos minutos;0.0;0.0;0.0
407597;M. Krug;539;Defensa;Pocos minutos;0.0;0.0;0.0
47225;Brugui;539;Mediocentro;Rendimiento Alto;1.13;13.79;12.65
106727;Oriol Rey;539;Mediocentro;Pocos minutos;0.25;0.0;0.0
125239;K. Arriaga;539;Mediocentro;Rendimiento Alto;0.6;35.26;34.66
182603;Jon Ander Olasagasti;539;Mediocentro;Pocos minutos;0.75;0.0;0.0
20817;G. Koyalipou;539;Delantero;Pocos minutos;1.45;0.0;0.0
47467;José Luis Morales;539;Delantero;Pocos minutos;1.24;0.0;0.0
182639;Unai Vencedor;539;Mediocentro;Rendimiento Alto;1.0;33.8;32.8
338295;Primo;539;Portero;Pocos minutos;0.0;0.0;0.0
104832;Diego Pampín;539;Defensa;Pocos minutos;4.72;0.0;0.0
463279;Paco Cortés;539;Delantero;Pocos minutos;1.0;0.0;0.0
182770;Carlos Álvarez;539;Mediocentro;Rendimiento Alto;2.45;30.44;27.99
104949;Pablo Martínez;539;Mediocentro;Rendimiento Alto;1.93;25.92;23.99
2741;M. Ryan;539;Portero;Rendimiento Alto;2.07;6.26;4.2
734;Dela;539;Defensa;Estable;5.26;6.75;1.49
408320;Jorge Cabello;539;Defensa;Pocos minutos;5.56;0.0;0.0
504605;Nacho Pérez;539;Defensa;Pocos minutos;0.0;0.0;0.0
64309;Manu Sánchez;539;Defensa;Rendimiento Bajo;8.12;6.18;-1.94
338871;Joan Ruiz;539;Mediocentro;Pocos minutos;0.0;0.0;0.0
334878;U. Raghouber;539;Mediocentro;Pocos minutos;0.5;0.0;0.0
1118;J. Toljan;539;Defensa;Estable;5.86;6.82;0.96
316517;A. Matturro;539;Defensa;Estable;4.88;7.18;2.3
378284;Etta Eyong;539;Delantero;Estable;2.6;5.36;2.76
609795;H. Nakoha;539;Defensa;Pocos minutos;0.0;0.0;0.0
192032;Iván Romero;539;Delantero;Estable;2.88;5.31;2.42
46790;Víctor García;539;Mediocentro;Rendimiento Alto;1.2;18.74;17.54
579287;K. Tunde;539;Delantero;Rendimiento Alto;1.25;4.78;3.53
46941;Unai Elgezabal;539;Defensa;Rendimiento Bajo;6.15;5.2;-0.95
182150;Sergio Lozano;539;Mediocentro;Pocos minutos;0.0;0.0;0.0
286611;Pablo Cuñat;539;Portero;Pocos minutos;2.5;0.0;0.0
421807;M. Moreno;539;Defensa;Estable;7.11;7.38;0.27
450497;Carlos Espí;539;Delantero;Rendimiento Alto;0.67;4.4;3.73
128985;Iker Losada;539;Delantero;Rendimiento Alto;1.56;6.01;4.45
438284;Rafel Bauzà;540;Mediocentro;Pocos minutos;0.0;0.0;0.0
184407;José Salinas;540;Defensa;Pocos minutos;1.23;0.0;0.0
184420;Carlos Romero;540;Defensa;Estable;9.89;9.67;-0.21
47249;L. Cabrera;540;Defensa;Rendimiento Bajo;6.85;5.31;-1.54
47256;Miguel Rubio;540;Defensa;Pocos minutos;2.12;0.0;0.0
450716;Roger Hinojo;540;Defensa;Pocos minutos;0.0;0.0;0.0
47349;Javi Puado;540;Mediocentro;Rendimiento Alto;1.5;24.1;22.6
47396;Kike García;540;Delantero;Rendimiento Alto;2.0;5.23;3.23
47398;Pere Milla;540;Mediocentro;Rendimiento Alto;1.55;12.11;10.56
47478;Fernando Calero;540;Defensa;Estable;6.3;6.74;0.44
182674;Jofre Carreras;540;Mediocentro;Rendimiento Alto;1.67;14.23;12.56
127426;Pol Lozano;540;Mediocentro;Rendimiento Alto;0.7;26.26;25.56
182735;Ángel Fortuño;540;Portero;Pocos minutos;0.0;0.0;0.0
461502;Llorenç Serred;540;Portero;Pocos minutos;0.0;0.0;0.0
2813;M. Dmitrović;540;Portero;Estable;1.71;4.54;2.83
297742;Antoniu Roca;540;Delantero;Pocos minutos;0.86;0.0;0.0
162585;Pol Tristán;540;Portero;Pocos minutos;0.0;0.0;0.0
199824;Rubén Sánchez;540;Defensa;Estable;3.66;3.62;-0.04
359603;L. Koleosho;540;Delantero;Pocos minutos;1.67;0.0;0.0
273732;T. Dolan;540;Delantero;Estable;2.14;5.13;2.99
388495;Javier Hernandez;540;Mediocentro;Pocos minutos;0.0;0.0;0.0
183699;Urko González;540;Mediocentro;Rendimiento Alto;0.6;30.29;29.69
48555;C. Pickel;540;Mediocentro;Pocos minutos;0.38;0.0;0.0
282054;C. Riedel;540;Defensa;Pocos minutos;5.62;0.0;0.0
187987;Ramón Terrats;540;Mediocentro;Rendimiento Alto;0.53;12.38;11.85
46734;Pablo Ramón;540;Defensa;Pocos minutos;0.0;0.0;0.0
312990;Roberto Fernández;540;Delantero;Rendimiento Alto;2.18;5.41;3.23
46799;Edu Expósito;540;Mediocentro;Rendimiento Alto;3.95;27.59;23.64
601891;F. Gomez;540;Mediocentro;Pocos minutos;0.0;0.0;0.0
286601;O. El Hilali;540;Defensa;Estable;6.8;7.5;0.7
2207;E. Camavinga;541;Mediocentro;Rendimiento Alto;1.27;49.9;48.63
2285;A. Rüdiger;541;Defensa;Estable;5.0;5.48;0.48
278;Kylian Mbappé;541;Delantero;Rendimiento Alto;9.75;13.8;4.05
283;T. Alexander-Arnold;541;Defensa;Rendimiento Alto;3.62;6.92;3.29
377122;Endrick;541;Delantero;Pocos minutos;1.0;0.0;0.0
47400;A. Lunin;541;Portero;Pocos minutos;0.0;0.0;0.0
372;Éder Militão;541;Defensa;Rendimiento Bajo;7.28;6.2;-1.08
505;D. Alaba;541;Defensa;Pocos minutos;1.0;0.0;0.0
653;F. Mendy;541;Defensa;Pocos minutos;0.0;0.0;0.0
129718;J. Bellingham;541;Mediocentro;Rendimiento Alto;6.0;63.68;57.68
330436;David Jiménez;541;Defensa;Pocos minutos;0.0;0.0;0.0
730;T. Courtois;541;Portero;Rendimiento Alto;1.22;5.49;4.27
733;Dani Carvajal;541;Defensa;Pocos minutos;4.29;0.0;0.0
736;Fran García;541;Defensa;Estable;4.54;5.65;1.11
449249;Franco Mastantuono;541;Delantero;Pocos minutos;2.31;0.0;0.0
744;Brahim Díaz;541;Delantero;Pocos minutos;1.54;0.0;0.0
748;Dani Ceballos;541;Mediocentro;Pocos minutos;0.83;0.0;0.0
756;F. Valverde;541;Mediocentro;Rendimiento Alto;5.0;55.57;50.57
762;Vinícius Júnior;541;Delantero;Estable;5.95;8.67;2.72
451355;Diego Aguado;541;Defensa;Pocos minutos;0.0;0.0;0.0
336711;Gonzalo García;541;Delantero;Pocos minutos;0.94;0.0;0.0
361497;D. Huijsen;541;Defensa;Estable;6.36;5.98;-0.38
291964;A. Güler;541;Mediocentro;Rendimiento Alto;3.9;45.7;41.8
396475;Fran González;541;Portero;Pocos minutos;0.0;0.0;0.0
1271;A. Tchouaméni;541;Mediocentro;Rendimiento Alto;3.83;70.7;66.87
386306;César Palacios;541;Mediocentro;Pocos minutos;0.0;0.0;0.0
490779;Valde;541;Defensa;Pocos minutos;12.0;0.0;0.0
509470;Thiago Pitarch;541;Mediocentro;Pocos minutos;0.0;0.0;0.0
341640;Raúl Asencio;541;Defensa;Estable;4.44;4.86;0.42
284300;Álvaro Fernández;541;Defensa;Estable;7.23;7.31;0.08
308998;Ávaro Leiva;541;Mediocentro;Pocos minutos;0.0;0.0;0.0
560905;J. Cestero Sancho;541;Mediocentro;Pocos minutos;0.0;0.0;0.0
10009;Rodrygo;541;Delantero;Rendimiento Alto;2.53;9.15;6.62
386872;Sergio Mestre;541;Portero;Pocos minutos;0.0;0.0;0.0
561033;J. Martinez;541;Defensa;Pocos minutos;0.0;0.0;0.0
47181;Toni Martínez;542;Delantero;Rendimiento Alto;2.14;6.97;4.83
6233;N. Tenaglia;542;Defensa;Estable;7.98;7.77;-0.21
143;Carles Aleñá;542;Mediocentro;Rendimiento Alto;1.59;26.97;25.38
315586;Lander Pinillos;542;Mediocentro;Pocos minutos;0.0;0.0;0.0
47309;Guevara;542;Mediocentro;Rendimiento Alto;0.47;23.2;22.73
47353;Sivera;542;Portero;Rendimiento Alto;1.12;4.79;3.67
182546;Jon Pacheco;542;Defensa;Estable;7.84;8.09;0.26
18740;Jonny;542;Defensa;Rendimiento Bajo;8.05;6.95;-1.1
565586;D. Morcillo;542;Delantero;Pocos minutos;0.0;0.0;0.0
104821;Jon Guridi;542;Mediocentro;Rendimiento Alto;0.33;20.28;19.95
377215;G. Swiderski;542;Portero;Pocos minutos;0.0;0.0;0.0
266658;Calebe;542;Mediocentro;Rendimiento Alto;1.64;20.84;19.19
41412;N. Maraš;542;Defensa;Pocos minutos;0.0;0.0;0.0
551366;A. Perez;542;Defensa;Pocos minutos;0.0;0.0;0.0
387530;Carlos Ballestero García;542;Defensa;Pocos minutos;0.0;0.0;0.0
6638;F. Garcés;542;Defensa;Estable;6.51;6.11;-0.4
551461;R. Montero;542;Portero;Pocos minutos;0.0;0.0;0.0
608;L. Boyé;542;Delantero;Rendimiento Alto;4.06;7.55;3.49
330440;Aitor Mañas;542;Defensa;Pocos minutos;2.0;0.0;0.0
760;M. Díaz;542;Delantero;Pocos minutos;0.67;0.0;0.0
439032;Rubén Montero;542;Portero;Pocos minutos;0.0;0.0;0.0
70476;M. Diarra;542;Defensa;Pocos minutos;6.27;0.0;0.0
187214;Carlos Vicente;542;Mediocentro;Rendimiento Alto;1.81;22.26;20.45
162686;Antonio Blanco;542;Mediocentro;Rendimiento Alto;3.8;56.04;52.24
361384;Yusi;542;Defensa;Estable;3.29;4.97;1.68
625744;Izei Hernandez;542;Delantero;Pocos minutos;0.0;0.0;0.0
1461;Denis Suárez;542;Mediocentro;Rendimiento Alto;1.47;39.27;37.8
183751;A. Rebbach;542;Delantero;Rendimiento Alto;1.78;4.79;3.01
139001;Pablo Ibáñez;542;Mediocentro;Rendimiento Alto;1.77;33.04;31.27
626494;X. Olaiz;542;Defensa;Pocos minutos;0.0;0.0;0.0
438131;Egoitz Muñoz;542;Defensa;Pocos minutos;0.0;0.0;0.0
46987;Raúl Fernández;542;Portero;Pocos minutos;0.0;0.0;0.0
128951;Víctor Parada;542;Defensa;Estable;3.87;4.2;0.33
6085;C. Benavídez;542;Mediocentro;Rendimiento Alto;0.29;26.63;26.35
47119;Aitor Ruibal;543;Mediocentro;Rendimiento Alto;1.31;25.59;24.28
477231;E. Mensah;543;Mediocentro;Pocos minutos;0.0;0.0;0.0
74;S. Amrabat;543;Mediocentro;Rendimiento Alto;6.88;57.3;50.42
450714;Ivan Corralejo;543;Mediocentro;Pocos minutos;0.0;0.0;0.0
47302;Diego Llorente;543;Defensa;Pocos minutos;4.0;0.0;0.0
47341;Marc Roca;543;Mediocentro;Rendimiento Alto;1.12;40.49;39.36
18812;Adrián;543;Portero;Pocos minutos;0.0;0.0;0.0
47579;E. Ávila;543;Delantero;Pocos minutos;0.33;0.0;0.0
47582;C. Hernández;543;Delantero;Rendimiento Alto;3.95;7.5;3.55
195100;Natan;543;Defensa;Estable;6.5;7.28;0.77
355004;V. Gómez;543;Defensa;Rendimiento Bajo;7.89;7.17;-0.72
745;Isco;543;Mediocentro;Pocos minutos;4.0;0.0;0.0
334574;Ángel Ortiz;543;Delantero;Rendimiento Alto;0.88;4.6;3.72
443163;Pablo García;543;Delantero;Pocos minutos;0.85;0.0;0.0
351131;Dani Pérez;543;Mediocentro;Pocos minutos;1.0;0.0;0.0
136117;Rodrigo Riquelme;543;Mediocentro;Pocos minutos;1.38;0.0;0.0
3033;C. Bakambu;543;Delantero;Pocos minutos;0.75;0.0;0.0
181421;A. Ezzalzouli;543;Delantero;Rendimiento Alto;4.17;7.61;3.44
392455;Germán García;543;Portero;Pocos minutos;0.0;0.0;0.0
286084;Sergi Altimira;543;Mediocentro;Rendimiento Alto;0.92;39.6;38.68
1439;Héctor Bellerín;543;Defensa;Estable;3.36;5.24;1.88
1557;Pau López;543;Portero;Pocos minutos;2.03;0.0;0.0
1561;Marc Bartra;543;Defensa;Rendimiento Bajo;9.44;7.28;-2.16
1564;Junior Firpo;543;Defensa;Rendimiento Bajo;8.2;6.09;-2.11
1578;G. Lo Celso;543;Mediocentro;Rendimiento Alto;2.53;28.92;26.39
1631;R. Rodríguez;543;Defensa;Estable;3.23;5.22;1.99
1697;Pablo Fornals;543;Mediocentro;Rendimiento Alto;5.38;40.51;35.13
9971;Antony;543;Mediocentro;Rendimiento Alto;3.38;37.81;34.43
300885;N. Deossa;543;Mediocentro;Rendimiento Alto;1.64;18.2;16.56
46990;Álvaro Vallés;543;Portero;Rendimiento Alto;1.42;4.96;3.54
456619;Manu González;543;Portero;Pocos minutos;0.0;0.0;0.0
128985;Iker Losada;543;Mediocentro;Rendimiento Alto;0.0;11.09;11.09
548853;D. Bladi;543;Defensa;Pocos minutos;0.0;0.0;0.0
546852;Alex Sancris;546;Delantero;Rendimiento Alto;1.07;4.8;3.73
403554;Christantus Uche;546;Delantero;Rendimiento Alto;4.67;8.25;3.58
309364;Coba;546;Delantero;Pocos minutos;1.07;0.0;0.0
47247;David Soria;546;Portero;Estable;1.7;3.81;2.12
47250;D. Dakonam;546;Defensa;Estable;5.15;5.19;0.04
47258;M. Arambarri;546;Mediocentro;Rendimiento Alto;1.24;19.79;18.55
270516;Peter;546;Delantero;Pocos minutos;0.0;0.0;0.0
47306;Álex Sola;546;Mediocentro;Pocos minutos;0.0;0.0;0.0
47320;Juanmi;546;Delantero;Rendimiento Alto;0.88;4.86;3.99
579838;A. Mestanza;546;Mediocentro;Pocos minutos;0.67;0.0;0.0
297235;Marc Vilaplana;546;Defensa;Pocos minutos;0.0;0.0;0.0
47407;A. Nyom;546;Defensa;Estable;2.74;3.23;0.49
6490;L. Vázquez;546;Delantero;Pocos minutos;4.0;0.0;0.0
18794;Kiko Femenía;546;Defensa;Estable;6.54;6.28;-0.25
47472;Borja Mayoral;546;Delantero;Estable;1.79;4.24;2.46
18867;Diego Rico;546;Defensa;Rendimiento Bajo;8.66;6.81;-1.85
471478;Davinchi;546;Defensa;Rendimiento Bajo;6.54;5.79;-0.75
551460;A. R. Alcantara;546;Mediocentro;Pocos minutos;0.0;0.0;0.0
551462;M. Aleksandrov;546;Delantero;Pocos minutos;0.0;0.0;0.0
180927;Z. Romero;546;Defensa;Pocos minutos;10.0;0.0;0.0
482071;Diego Ferrer;546;Portero;Pocos minutos;0.0;0.0;0.0
465838;Alberto Risco;546;Mediocentro;Pocos minutos;0.0;0.0;0.0
195512;M. Satriano;546;Delantero;Pocos minutos;2.5;0.0;0.0
66491;J. Letáček;546;Portero;Pocos minutos;0.0;0.0;0.0
119742;Juan Iglesias;546;Defensa;Rendimiento Bajo;10.03;7.1;-2.93
625636;Jorge Montes;546;Defensa;Pocos minutos;8.0;0.0;0.0
41976;Y. Neyou;546;Defensa;Pocos minutos;-0.08;0.0;0.0
631889;Adrián Riquelme;546;Mediocentro;Pocos minutos;0.0;0.0;0.0
316516;S. Boselli;546;Defensa;Pocos minutos;0.0;0.0;0.0
386187;Hugo Solozábal;546;Mediocentro;Pocos minutos;0.0;0.0;0.0
343205;Mario Martín;546;Mediocentro;Rendimiento Alto;0.85;18.92;18.07
439616;Yassin Tallal;546;Delantero;Pocos minutos;0.0;0.0;0.0
439617;Z. Tassounte;546;Defensa;Pocos minutos;4.15;0.0;0.0
394573;Adrian Liso;546;Delantero;Estable;1.65;4.64;2.99
609740;L. Laso;546;Defensa;Pocos minutos;0.0;0.0;0.0
333369;Joselu;546;Delantero;Pocos minutos;0.0;0.0;0.0
46795;Domingos Duarte;546;Defensa;Rendimiento Bajo;6.03;4.76;-1.28
46813;A. Abqar;546;Defensa;Rendimiento Bajo;8.6;5.34;-3.26
46860;Javi Muñoz;546;Mediocentro;Rendimiento Alto;0.82;21.99;21.17
284441;A. Kamara;546;Delantero;Pocos minutos;0.56;0.0;0.0
432080;Jorge Benito;546;Portero;Pocos minutos;0.0;0.0;0.0
47085;Luis Milla;546;Mediocentro;Rendimiento Alto;3.35;35.98;32.63
2061;Bryan Gil;547;Delantero;Rendimiento Alto;1.89;5.85;3.96
20;A. Witsel;547;Defensa;Rendimiento Bajo;6.52;5.44;-1.08
45;T. Lemar;547;Mediocentro;Rendimiento Alto;1.33;29.76;28.42
47153;Juan Carlos;547;Portero;Pocos minutos;0.0;0.0;0.0
127;M. ter Stegen;547;Portero;Pocos minutos;-0.2;0.0;0.0
2182;V. Tsygankov;547;Delantero;Rendimiento Alto;3.07;7.1;4.03
158;P. Gazzaniga;547;Portero;Estable;1.49;3.72;2.23
155;Abel Ruiz;547;Delantero;Pocos minutos;0.0;0.0;0.0
47334;David López;547;Defensa;Estable;3.0;4.27;1.27
47435;Fran Beltrán;547;Mediocentro;Rendimiento Bajo;79.0;52.6;-26.4
297304;D. Camara;547;Delantero;Pocos minutos;1.5;0.0;0.0
432476;V. Krapyvtsov;547;Portero;Pocos minutos;-1.0;0.0;0.0
553313;Javier Sarasa;547;Delantero;Pocos minutos;0.0;0.0;0.0
2449;Y. Herrera;547;Mediocentro;Rendimiento Alto;0.5;14.82;14.32
47520;Portu;547;Delantero;Rendimiento Alto;0.8;4.08;3.28
47547;Álex Moreno;547;Defensa;Rendimiento Bajo;6.06;5.14;-0.92
442861;A. Andreev;547;Portero;Pocos minutos;0.0;0.0;0.0
531;D. Blind;547;Defensa;Estable;7.62;7.48;-0.14
547;D. van de Beek;547;Mediocentro;Pocos minutos;0.0;0.0;0.0
551459;L. Kourouma;547;Mediocentro;Pocos minutos;0.0;0.0;0.0
2617;C. Stuani;547;Delantero;Rendimiento Alto;1.3;5.85;4.55
162434;Alejandro Francés;547;Defensa;Estable;3.82;6.28;2.47
129678;A. Ounahi;547;Mediocentro;Rendimiento Alto;4.5;38.66;34.16
414359;Vitor Nunes;547;Defensa;Rendimiento Bajo;7.56;6.48;-1.08
414385;C. Echeverri;547;Mediocentro;Pocos minutos;0.0;0.0;0.0
455366;P. Ba;547;Delantero;Pocos minutos;0.0;0.0;0.0
414409;J. Arango;547;Delantero;Pocos minutos;2.0;0.0;0.0
66407;L. Krejčí;547;Defensa;Pocos minutos;3.9;0.0;0.0
109564;B. Miovski;547;Delantero;Pocos minutos;0.0;0.0;0.0
283668;Arnau Martínez;547;Defensa;Estable;7.78;8.38;0.6
339105;Joel Roca;547;Mediocentro;Rendimiento Alto;1.89;11.22;9.33
281795;Y. Asprilla;547;Delantero;Pocos minutos;2.0;0.0;0.0
1305;D. Livaković;547;Portero;Pocos minutos;0.0;0.0;0.0
439709;Antonio Salguero;547;Defensa;Pocos minutos;0.0;0.0;0.0
306727;J. Solis;547;Mediocentro;Pocos minutos;0.33;0.0;0.0
491106;Gibert Jordana;547;Defensa;Pocos minutos;0.0;0.0;0.0
1700;Iván Martín;547;Mediocentro;Rendimiento Alto;3.95;46.25;42.3
429757;Pol Arnau;547;Defensa;Pocos minutos;0.0;0.0;0.0
313025;Hugo Rincón;547;Defensa;Estable;5.2;6.01;0.81
161670;V. Vanat;547;Delantero;Rendimiento Alto;2.33;5.36;3.02
23;Sergio Gómez;548;Delantero;Rendimiento Alto;1.35;5.17;3.82
387139;J. Ochieng;548;Delantero;Pocos minutos;0.0;0.0;0.0
32862;T. Kubo;548;Mediocentro;Rendimiento Alto;3.28;29.35;26.07
403561;Gorka Carrera;548;Delantero;Pocos minutos;0.0;0.0;0.0
2202;H. Traoré;548;Defensa;Pocos minutos;0.0;0.0;0.0
47269;Álex Remiro;548;Portero;Rendimiento Alto;0.68;4.68;4.0
47298;Elustondo;548;Defensa;Pocos minutos;3.38;0.0;0.0
47303;Aihen Muñoz;548;Defensa;Pocos minutos;4.34;0.0;0.0
47314;Zubeldia;548;Defensa;Estable;5.61;5.63;0.02
47317;Barrenetxea;548;Mediocentro;Rendimiento Alto;3.68;15.68;11.99
47323;Mikel Oyarzabal;548;Delantero;Rendimiento Alto;4.78;8.82;4.04
182546;Jon Pacheco;548;Defensa;Rendimiento Alto;0.0;8.09;8.09
61774;O. Óskarsson;548;Delantero;Rendimiento Alto;1.4;5.35;3.95
