Nombre_Original_API
Argument
Card
Card reviewed
Card upgrade
Dangerous play
Delay of game
Diving
Elbowing
Foul
Goal
Goal cancelled
Goal confirmed
Handball
Handling
Holding
Missed Penalty
Normal Goal
Not on pitch
Not on pitch
Off the ball foul
Own Goal
Penalty
Penalty awarded
Penalty cancelled
Penalty confirmed
Persistent fouling
Professional foul last man
Professional handball
Red Card
Red card cancelled
Rescinded Card
Roughing
Simulation
Substitution 1
Substitution 2
Substitution 3
Substitution 4
Substitution 5
Substitution 6
Time wasting
Tripping
Unallowed field entering
Unsportsmanlike conduct
Var
Violent conduct
Yellow Card
subst
